Date,Open,High,Low,Close,Adj Close,Volume
2024-02-29,75.0,75.0,69.0,71.0,71.0,7046461300
2024-03-01,71.0,71.0,67.0,69.0,69.0,2513433500
2024-03-04,69.0,70.0,63.0,64.0,64.0,5851813700
2024-03-05,64.0,67.0,63.0,63.0,63.0,2393361600
2024-03-06,63.0,74.0,63.0,74.0,74.0,7056190100
2024-03-07,74.0,75.0,67.0,70.0,70.0,6569707300
2024-03-08,70.0,71.0,69.0,70.0,70.0,1759717600
2024-03-13,70.0,71.0,67.0,67.0,67.0,1995358600
2024-03-14,67.0,71.0,67.0,70.0,70.0,2693907300
2024-03-15,70.0,71.0,68.0,71.0,71.0,11303727700
2024-03-18,71.0,76.0,69.0,73.0,73.0,4905864000
2024-03-19,74.0,75.0,70.0,72.0,72.0,3124615500
2024-03-20,69.0,70.0,64.0,65.0,65.0,5974342400
2024-03-21,67.0,69.0,65.0,67.0,67.0,2407379900
2024-03-22,67.0,68.0,65.0,68.0,68.0,1404851500
2024-03-25,68.0,68.0,68.0,68.0,68.0,0
2024-03-26,68.0,68.0,68.0,68.0,68.0,0
2024-03-27,69.0,69.0,66.0,66.0,66.0,1824211100
2024-03-28,66.0,69.0,66.0,69.0,69.0,1875306700
2024-04-01,68.0,69.0,66.0,68.0,68.0,1275456800
2024-04-02,68.0,70.0,68.0,70.0,70.0,2224757900
2024-04-03,69.0,70.0,68.0,68.0,68.0,1190322400
2024-04-04,68.0,69.0,67.0,69.0,69.0,1093429800
2024-04-05,69.0,69.0,67.0,68.0,68.0,1149877400
2024-04-16,67.0,68.0,64.0,65.0,65.0,3869433700
2024-04-17,66.0,66.0,62.0,62.0,62.0,2984317500
2024-04-18,63.0,64.0,61.0,62.0,62.0,1902357100
2024-04-19,61.0,62.0,59.0,59.0,59.0,3167130600
2024-04-22,59.0,63.0,59.0,59.0,59.0,1962140100
2024-04-23,59.0,63.0,59.0,61.0,61.0,3051562600
2024-04-24,62.0,65.0,61.0,64.0,64.0,2611959200
2024-04-25,63.0,64.0,61.0,62.0,62.0,1395079800
2024-04-26,61.0,64.0,61.0,61.0,61.0,1793162200
2024-04-29,61.0,65.0,61.0,63.0,63.0,2183315600
2024-04-30,64.0,64.0,62.0,63.0,63.0,2530850000
2024-05-02,63.0,64.0,62.0,63.0,63.0,1609394400
2024-05-03,63.0,66.0,63.0,66.0,66.0,4524284200
2024-05-06,67.0,70.0,66.0,69.0,69.0,4215661500
2024-05-07,69.0,70.0,65.0,65.0,65.0,2250633100
2024-05-08,65.0,67.0,64.0,67.0,67.0,1821308400
2024-05-13,67.0,68.0,65.0,67.0,67.0,2011559400
2024-05-14,67.0,67.0,65.0,65.0,65.0,1286399300
2024-05-15,66.0,67.0,64.0,66.0,66.0,1437856700
2024-05-16,67.0,68.0,64.0,66.0,66.0,2169049600
2024-05-17,65.0,69.0,64.0,66.0,66.0,4139900700
2024-05-20,67.0,67.0,65.0,65.0,65.0,2106424900
2024-05-21,66.0,66.0,64.0,64.0,64.0,1189219500
2024-05-22,64.0,67.0,64.0,66.0,66.0,2527051500
2024-05-27,67.0,72.0,66.0,70.0,70.0,6008134500
2024-05-28,70.0,74.0,69.0,74.0,74.0,4578295900
2024-05-29,73.0,73.0,70.0,71.0,71.0,2986520500
2024-05-30,70.0,71.0,67.0,67.0,67.0,4459371700
2024-05-31,68.0,70.0,65.0,65.0,65.0,8579592100
2024-06-03,65.0,67.0,63.0,64.0,64.0,2819780100
2024-06-04,65.0,65.0,61.0,61.0,61.0,3897345000
2024-06-05,60.0,61.0,59.0,59.0,59.0,2941421600
2024-06-06,60.0,62.0,59.0,60.0,60.0,3653448500
2024-06-07,60.0,61.0,58.0,58.0,58.0,2112800200
2024-06-10,58.0,59.0,50.0,56.0,56.0,12293676100
2024-06-11,55.0,56.0,53.0,53.0,53.0,5391123100
2024-06-12,54.0,55.0,52.0,52.0,52.0,4916057200
2024-06-13,53.0,54.0,51.0,52.0,52.0,6275740200
2024-06-14,52.0,53.0,51.0,52.0,52.0,3781341000
2024-06-19,51.0,52.0,50.0,50.0,50.0,9357880800
2024-06-20,50.0,51.0,50.0,50.0,50.0,3692944100
2024-06-21,50.0,51.0,50.0,50.0,50.0,8090430900
2024-06-24,50.0,51.0,50.0,51.0,51.0,1898379900
2024-06-25,50.0,51.0,50.0,50.0,50.0,2216509800
2024-06-26,50.0,51.0,50.0,50.0,50.0,1958237500
2024-06-27,50.0,50.0,50.0,50.0,50.0,866920300
2024-06-28,50.0,50.0,50.0,50.0,50.0,1042748000
2024-07-01,50.0,50.0,50.0,50.0,50.0,452005800
2024-07-02,50.0,50.0,50.0,50.0,50.0,294810200
2024-07-03,50.0,50.0,50.0,50.0,50.0,534537400
2024-07-04,50.0,50.0,50.0,50.0,50.0,491141700
2024-07-05,50.0,50.0,50.0,50.0,50.0,303612500
2024-07-08,50.0,50.0,50.0,50.0,50.0,520213800
2024-07-09,50.0,50.0,50.0,50.0,50.0,336028000
2024-07-10,50.0,51.0,50.0,50.0,50.0,7937139200
2024-07-11,50.0,51.0,50.0,50.0,50.0,1466174900
2024-07-12,50.0,50.0,50.0,50.0,50.0,146512300
2024-07-15,50.0,50.0,50.0,50.0,50.0,374983200
2024-07-16,50.0,50.0,50.0,50.0,50.0,119356200
2024-07-17,50.0,52.0,50.0,51.0,51.0,9198716900
2024-07-18,51.0,52.0,50.0,51.0,51.0,2400367200
2024-07-19,51.0,51.0,50.0,50.0,50.0,1897339100
2024-07-22,50.0,52.0,50.0,51.0,51.0,1834439400
2024-07-23,51.0,58.0,51.0,55.0,55.0,12618321500
2024-07-24,55.0,55.0,53.0,54.0,54.0,2660984600
2024-07-25,54.0,55.0,53.0,54.0,54.0,911091700
2024-07-26,54.0,54.0,53.0,53.0,53.0,913457100
2024-07-29,54.0,55.0,53.0,54.0,54.0,1621366300
2024-07-30,54.0,55.0,53.0,55.0,55.0,1223172300
2024-07-31,54.0,54.0,52.0,53.0,53.0,2829429300
2024-08-01,53.0,54.0,52.0,53.0,53.0,1425057600
2024-08-02,52.0,53.0,51.0,53.0,53.0,2195681200
2024-08-05,52.0,52.0,50.0,51.0,51.0,5466579700
2024-08-06,51.0,51.0,50.0,50.0,50.0,1271351800
2024-08-07,51.0,51.0,50.0,50.0,50.0,1579478100
2024-08-08,51.0,51.0,50.0,50.0,50.0,1628260800
2024-08-09,51.0,51.0,50.0,51.0,51.0,1813186600
2024-08-12,51.0,53.0,50.0,51.0,51.0,4394672600
2024-08-13,51.0,53.0,51.0,52.0,52.0,1774401600
2024-08-14,53.0,55.0,52.0,53.0,53.0,3005755000
2024-08-15,53.0,54.0,52.0,54.0,54.0,1473984200
2024-08-16,54.0,54.0,53.0,54.0,54.0,750364500
2024-08-19,54.0,54.0,53.0,54.0,54.0,1171542100
2024-08-20,54.0,55.0,53.0,53.0,53.0,2776781200
2024-08-21,53.0,55.0,52.0,53.0,53.0,3026388200
2024-08-22,53.0,53.0,51.0,52.0,52.0,1177448900
2024-08-23,51.0,53.0,51.0,53.0,53.0,994970600
2024-08-26,52.0,53.0,51.0,52.0,52.0,1106182300
2024-08-27,52.0,52.0,51.0,52.0,52.0,1212024600
2024-08-28,52.0,52.0,51.0,51.0,51.0,1305362100
2024-08-29,51.0,52.0,51.0,51.0,51.0,1221450500
2024-08-30,51.0,53.0,50.0,52.0,52.0,4089429400
2024-09-02,52.0,53.0,52.0,53.0,53.0,962397500
2024-09-03,52.0,54.0,52.0,52.0,52.0,1070903100
2024-09-04,52.0,53.0,51.0,52.0,52.0,978460800
2024-09-05,52.0,53.0,51.0,52.0,52.0,574750300
2024-09-06,52.0,53.0,51.0,53.0,53.0,884911500
2024-09-09,52.0,53.0,52.0,53.0,53.0,1442505400
2024-09-10,52.0,57.0,52.0,56.0,56.0,7341565100
2024-09-11,56.0,56.0,54.0,56.0,56.0,2387567400
2024-09-12,56.0,61.0,55.0,60.0,60.0,11073380400
2024-09-13,60.0,63.0,60.0,61.0,61.0,4312534900
2024-09-17,62.0,67.0,62.0,65.0,65.0,7405920400
2024-09-18,66.0,68.0,60.0,61.0,61.0,8963789100
2024-09-19,61.0,63.0,58.0,63.0,63.0,8638630900
2024-09-20,64.0,65.0,59.0,63.0,63.0,11110626400
2024-09-23,63.0,67.0,62.0,65.0,65.0,5423426400
2024-09-24,65.0,66.0,63.0,63.0,63.0,3544257900
2024-09-25,63.0,68.0,62.0,66.0,66.0,10780374700
2024-09-26,67.0,70.0,66.0,70.0,70.0,6195847400
2024-09-27,69.0,72.0,66.0,70.0,70.0,6318881200
2024-09-30,70.0,70.0,66.0,66.0,66.0,6003849900
2024-10-01,67.0,68.0,66.0,67.0,67.0,2147891100
2024-10-02,67.0,68.0,63.0,65.0,65.0,5047793900
2024-10-03,65.0,66.0,62.0,64.0,64.0,3526729900
2024-10-04,62.0,62.0,58.0,60.0,60.0,8902101600
2024-10-07,60.0,62.0,59.0,60.0,60.0,4869564800
2024-10-08,60.0,61.0,59.0,60.0,60.0,2124278900
2024-10-09,60.0,61.0,59.0,60.0,60.0,1532427800
2024-10-10,60.0,61.0,59.0,60.0,60.0,1505316200
2024-10-11,59.0,61.0,59.0,60.0,60.0,1368235600
2024-10-14,60.0,66.0,60.0,65.0,65.0,4964790700
2024-10-15,65.0,66.0,64.0,66.0,66.0,3540081600
2024-10-16,65.0,68.0,64.0,68.0,68.0,4213989600
2024-10-17,67.0,68.0,66.0,68.0,68.0,2305911400
2024-10-18,67.0,68.0,66.0,68.0,68.0,1664544100
2024-10-21,67.0,69.0,66.0,68.0,68.0,3803288400
2024-10-22,68.0,72.0,68.0,72.0,72.0,8838490300
2024-10-23,72.0,74.0,71.0,74.0,74.0,4433473900
2024-10-24,74.0,74.0,72.0,72.0,72.0,2954179200
2024-10-25,72.0,73.0,70.0,70.0,70.0,3097612300
2024-10-28,70.0,70.0,67.0,68.0,68.0,3395966100
2024-10-29,69.0,70.0,68.0,70.0,70.0,2778898900
2024-10-30,70.0,71.0,69.0,71.0,71.0,1913545300
2024-10-31,71.0,71.0,67.0,68.0,68.0,4357477500
2024-11-01,68.0,70.0,67.0,68.0,68.0,2045930500
2024-11-04,68.0,69.0,65.0,65.0,65.0,4573255700
2024-11-05,65.0,66.0,64.0,66.0,66.0,2670744200
2024-11-06,66.0,67.0,62.0,64.0,64.0,3705990300
2024-11-07,63.0,64.0,61.0,61.0,61.0,2631644600
2024-11-08,62.0,65.0,61.0,63.0,63.0,2205440500
2024-11-11,64.0,67.0,64.0,65.0,65.0,2651146000
2024-11-12,66.0,69.0,65.0,68.0,68.0,3331831800
2024-11-13,69.0,71.0,67.0,67.0,67.0,2657887100
2024-11-14,68.0,68.0,65.0,65.0,65.0,2681785300
2024-11-15,65.0,66.0,62.0,64.0,64.0,2473614200
2024-11-18,64.0,69.0,63.0,68.0,68.0,3951518500
2024-11-19,69.0,75.0,68.0,74.0,74.0,7367676100
2024-11-20,74.0,74.0,71.0,72.0,72.0,4336619600
2024-11-21,71.0,74.0,71.0,72.0,72.0,3043522600
2024-11-22,74.0,79.0,74.0,78.0,78.0,9288446300
2024-11-25,78.0,78.0,74.0,76.0,76.0,10068829100
2024-11-26,77.0,77.0,74.0,74.0,74.0,3858695500
2024-11-28,75.0,76.0,71.0,72.0,72.0,5724835500
2024-11-29,72.0,73.0,68.0,71.0,71.0,7015945300
2024-12-02,70.0,71.0,68.0,70.0,70.0,3384985600
2024-12-03,71.0,77.0,71.0,75.0,75.0,5210483900
2024-12-04,75.0,78.0,75.0,75.0,75.0,3628567400
2024-12-05,75.0,76.0,74.0,75.0,75.0,1739195300
2024-12-06,75.0,78.0,75.0,77.0,77.0,2802568300
